ID_estudiante;género;edad;horas_estudio_día;horas_sueño;horas_uso_smartphone;horas_redes_sociales;horas_youtube;horas_videojuego;horas_descanso_día;g_ingesta_café;horas_ejercicio;tareas_completadas;porcentaje_asistencia;nivel_stress;puntuación_enfoque;calificación_final;puntuación_productividad
14299;femenino;20;2,03;7,04;1,81;0,72;4,03;3,51;11;0,18;1,00;7;60,87;7;46;97,56;35,78
14300;femenino;19;1,35;3,11;7,44;0,16;4,49;5,56;9;0,26;1,52;18;54,32;5;62;72,71;19,40
14301;masculino;21;5,55;6,75;2,87;2,48;0,62;4,15;8;0,46;1,38;4;65,17;5;88;87,00;64,92
14302;masculino;19;7,75;3,26;8,13;6,54;4,94;1,05;12;0,30;0,77;5;93,43;4;80;78,81;59,55
14303;femenino;25;2,17;6,16;6,46;6,95;3,53;3,15;14;0,14;0,72;13;65,08;9;33;65,00;20,79
14304;femenino;19;3,52;3,32;2,68;5,98;0,72;1,65;12;0,05;0,17;17;61,39;8;56;47,51;33,01
14305;masculino;18;6,49;6,19;1,92;1,48;2,63;3,85;10;0,27;1,82;8;65,24;5;79;87,00;66,10
14306;masculino;28;4,88;5,13;8,53;3,95;2,27;2,14;13;0,17;0,12;1;80,28;6;63;95,90;41,77
14307;femenino;21;6,24;8,42;9,91;4,06;1,03;5,27;13;0,15;1,07;0;40,54;5;70;55,91;51,20
14308;masculino;22;6,93;6,35;4,76;1,53;5,23;2,98;1;0,43;1,57;6;64,27;7;83;52,90;62,82
14309;masculino;17;4,12;6,58;7,65;2,93;3,33;2,28;4;0,05;0,37;2;66,57;1;45;47,22;41,18
14310;masculino;28;7,97;9,33;9,77;2,36;2,75;3,86;13;0,30;0,27;10;82,33;5;80;96,25;71,35
14311;masculino;27;7,18;6,38;8,82;2,02;1,02;4,13;13;0,05;1,73;7;97,51;3;59;91,79;59,33
14312;masculino;22;7,03;4,09;8,89;3,25;3,63;5,56;4;0,10;1,38;11;57,47;10;77;41,07;44,19
14313;masculino;26;1,92;3,79;6,91;2,55;0,74;0,80;1;0,21;0,67;11;44,71;6;30;48,93;11,56
14314;femenino;19;5,01;5,14;2,07;7,43;3,17;0,18;8;0,05;0,18;3;87,94;7;52;72,38;49,42
14315;masculino;20;5,98;4,86;11,39;5,04;1,90;3,41;1;0,04;0,33;17;67,39;4;46;40,83;35,73
14316;femenino;22;2,65;8,73;4,03;4,65;3,47;5,65;2;0,07;0,30;13;59,63;1;88;76,12;59,29
14317;femenino;24;7,71;8,31;1,82;3,34;4,08;4,28;3;0,23;0,40;12;65,46;9;80;66,25;73,30
14318;masculino;25;1,65;3,41;10,43;3,64;5,68;2,92;7;0,26;1,78;14;81,54;8;92;66,97;27,55
14319;masculino;22;1,92;4,41;10,65;3,61;3,67;0,41;13;0,03;0,88;6;42,90;5;83;65,64;25,13
14320;femenino;23;4,43;6,14;10,58;0,14;2,03;5,72;9;0,11;1,23;0;77,74;7;32;41,39;27,71
14321;masculino;21;1,79;3,61;6,44;7,66;5,03;3,25;3;0,48;0,83;6;69,52;10;84;82,06;28,46
14322;masculino;28;0,61;4,16;4,06;5,73;4,08;0,95;11;0,19;1,75;12;75,99;10;31;45,43;12,59
14323;masculino;25;4,41;9,36;9,84;4,38;2,51;5,76;4;0,01;0,70;14;73,43;4;76;52,05;54,29
14324;masculino;20;6,66;6,79;11,17;1,89;0,33;0,07;1;0,26;1,27;1;48,85;7;54;48,20;40,58
14325;femenino;26;5,20;8,58;0,62;0,03;4,92;5,48;9;0,48;1,97;19;74,46;1;99;70,53;81,37
14326;femenino;27;1,00;5,31;10,92;2,23;4,40;2,56;13;0,08;0,03;1;98,70;3;69;72,60;29,80
14327;masculino;22;2,71;5,62;3,22;6,26;2,79;5,54;2;0,13;0,10;3;47,14;2;78;58,90;46,13
14328;otro;21;5,48;9,01;9,64;7,77;3,39;0,89;12;0,17;1,97;11;84,13;10;89;50,17;57,76
14329;masculino;17;7,51;7,60;9,82;6,08;4,64;3,76;13;0,02;0,02;17;90,03;10;33;89,42;45,25
14330;femenino;21;8,04;7,75;6,96;3,45;2,84;3,43;13;0,50;0,93;10;55,41;10;48;98,96;51,82
14331;femenino;29;5,43;7,47;5,53;6,78;3,91;1,94;1;0,44;0,53;6;53,64;7;62;75,82;49,60
14332;femenino;21;6,64;6,79;3,08;7,97;2,88;1,83;2;0,37;1,40;9;59,54;7;30;80,27;47,55
14333;masculino;25;9,08;9,94;3,26;2,46;3,75;1,56;8;0,44;1,55;2;98,53;7;55;67,13;80,69
14334;femenino;17;1,12;9,26;6,22;3,28;3,06;2,69;11;0,16;1,03;16;66,49;4;58;50,72;38,73
14335;masculino;21;1,44;7,98;2,14;3,45;1,58;3,08;5;0,46;1,75;15;87,58;9;73;82,79;46,14
14336;masculino;23;4,85;7,75;8,28;3,07;3,78;1,22;11;0,41;1,82;2;50,61;7;42;89,14;36,44
14337;femenino;27;6,29;3,59;0,86;5,15;2,86;3,75;12;0,18;0,87;3;44,77;4;43;95,16;46,05
14338;femenino;22;0,54;6,40;0,81;6,97;1,62;0,16;7;0,35;1,98;18;63,93;9;66;52,30;34,05
14339;masculino;22;4,80;6,47;6,37;6,93;5,22;3,84;10;0,38;0,55;15;75,00;8;89;87,71;53,94
14340;masculino;28;2,14;3,36;3,56;0,83;2,10;5,81;12;0,09;0,03;14;82,48;9;78;62,11;35,19
14341;masculino;23;6,63;8,29;5,99;0,23;1,89;5,41;9;0,15;0,78;17;89,82;10;51;85,61;55,31
14342;masculino;22;3,04;3,01;6,91;3,49;0,30;4,75;9;0,12;1,83;8;49,11;8;53;52,30;20,29
14343;masculino;21;9,07;5,98;4,08;1,15;0,84;1,13;4;0,02;1,47;11;88,68;7;97;58,23;80,64
14344;femenino;26;1,11;9,32;10,61;0,56;2,46;2,05;6;0,03;0,58;17;85,60;6;89;50,24;42,71
14345;masculino;21;8,19;5,38;6,21;0,86;3,42;2,75;6;0,37;1,45;11;43,08;7;73;79,89;56,63
14346;masculino;25;4,23;7,08;9,96;5,08;0,41;1,17;5;0,09;1,47;16;96,33;1;45;96,15;44,08
14347;femenino;24;8,64;5,16;10,77;2,80;3,57;3,30;5;0,43;0,80;7;58,60;4;64;94,90;53,43
14348;femenino;28;8,24;4,25;10,73;5,05;3,44;2,97;10;0,41;1,13;12;98,39;5;66;87,58;55,32
14349;femenino;26;2,77;8,11;1,26;0,37;0,31;3,55;9;0,17;0,85;11;71,99;5;66;85,71;53,18
14350;femenino;20;0,98;4,43;1,02;7,46;3,94;4,49;10;0,42;1,42;18;92,63;9;31;92,17;23,61
14351;masculino;20;7,11;3,51;7,31;7,74;4,68;2,61;7;0,44;1,82;7;78,83;2;33;80,62;43,37
14352;femenino;26;2,44;6,05;5,22;7,47;4,26;2,10;9;0,32;1,70;3;58,26;2;46;77,59;34,33
14353;femenino;21;9,34;7,96;9,38;1,90;1,96;3,04;13;0,14;1,53;12;59,46;4;49;63,06;61,54
14354;femenino;29;1,14;7,06;11,47;6,88;0,30;5,59;10;0,27;0,57;11;77,63;10;53;88,77;18,09
14355;femenino;29;3,58;4,71;1,28;3,11;3,42;3,00;10;0,38;0,92;14;84,91;5;40;90,61;41,15
14356;femenino;19;0,62;8,72;7,75;5,59;4,09;5,34;8;0,02;1,00;8;56,30;8;70;48,43;30,56
14357;femenino;24;3,51;3,68;7,45;1,51;5,12;0,74;13;0,27;0,77;0;73,66;8;60;59,17;29,49
14358;masculino;23;5,64;7,69;10,49;3,37;0,20;4,69;2;0,11;1,65;5;74,67;7;71;54,38;49,39
14359;masculino;21;6,72;7,25;4,11;7,16;1,71;1,65;2;0,14;0,98;11;84,90;10;53;77,65;55,78
14360;femenino;26;7,40;9,29;6,43;3,66;0,07;1,59;3;0,23;1,50;18;74,02;5;87;81,34;75,11
14361;femenino;19;8,42;6,69;11,32;7,44;2,44;5,98;3;0,09;1,20;3;70,72;6;95;70,44;65,56
14362;masculino;21;1,55;8,73;11,95;2,86;1,41;0,69;10;0,45;1,35;15;70,57;8;55;56,26;25,26
14363;femenino;19;7,74;4,51;7,03;4,76;0,45;1,69;2;0,49;1,88;2;73,09;3;41;44,41;49,82
14364;masculino;26;3,14;6,82;2,89;3,54;4,55;1,62;11;0,16;1,78;9;68,82;8;47;63,34;38,76
14365;femenino;21;1,81;6,73;9,62;1,04;3,88;0,12;3;0,41;0,68;9;61,46;3;80;50,23;36,77
14366;femenino;17;3,02;5,07;4,81;3,84;2,55;2,99;7;0,08;1,65;14;60,59;9;89;95,57;41,60
14367;masculino;22;8,65;3,04;10,99;2,88;0,99;1,42;8;0,18;0,95;8;42,68;3;64;43,35;45,90
14368;masculino;26;6,46;8,21;9,65;1,57;3,30;5,23;4;0,39;0,92;13;80,19;4;63;89,28;57,23
14369;masculino;20;6,18;5,78;11,31;3,39;1,36;0,30;12;0,11;1,15;10;91,99;10;47;65,89;37,04
14370;femenino;20;6,05;5,10;2,97;2,27;1,28;2,43;4;0,08;0,75;12;86,21;1;76;73,02;66,31
14371;femenino;24;4,38;4,36;5,28;2,06;2,81;3,92;4;0,31;0,27;17;82,81;7;86;47,43;49,57
14372;femenino;18;4,46;8,96;3,37;6,87;1,43;4,33;2;0,48;1,13;9;86,09;2;72;84,69;66,81
14373;femenino;20;1,91;5,34;11,32;6,13;3,24;4,59;14;0,41;1,05;8;78,40;6;79;72,17;29,88
14374;masculino;18;3,66;4,43;8,95;5,42;0,23;5,40;11;0,44;0,17;3;66,88;10;75;58,51;31,34
14375;masculino;17;5,36;6,66;0,78;2,92;1,50;5,66;13;0,36;1,77;15;81,51;10;72;88,50;59,31
14376;femenino;26;6,26;8,47;3,71;1,85;4,18;4,15;3;0,13;0,48;6;43,89;4;83;56,01;67,28
14377;otro;29;1,18;7,22;8,98;5,05;0,99;3,98;4;0,14;0,20;12;73,98;2;92;74,94;43,40
14378;masculino;29;3,67;9,72;8,33;2,23;3,73;3,20;5;0,12;0,05;1;90,69;9;80;69,57;53,21
14379;masculino;19;3,72;9,70;0,93;6,00;0,12;2,61;5;0,11;0,83;7;90,12;10;51;69,40;54,79
14380;masculino;28;5,39;9,32;4,93;3,86;3,90;5,84;1;0,15;0,23;7;94,85;5;35;80,22;55,48
14381;femenino;24;7,25;6,96;9,63;7,28;3,94;3,96;6;0,38;0,95;1;96,46;2;94;56,98;72,13
14382;masculino;22;6,53;8,38;4,40;7,18;1,73;3,66;14;0,06;0,85;17;46,56;8;33;92,76;47,02
14383;otro;28;5,92;5,02;3,26;3,55;4,34;1,77;1;0,37;0,00;19;49,67;3;34;63,06;43,39
14384;masculino;23;3,27;7,03;8,67;7,63;1,12;2,29;10;0,17;1,63;3;63,53;6;71;82,37;39,60
14385;masculino;18;8,47;3,47;8,01;5,29;2,38;1,55;12;0,39;0,57;18;99,37;8;60;74,36;53,59
14386;masculino;22;7,96;4,84;0,79;4,84;5,44;2,96;9;0,26;1,68;2;52,27;9;78;75,62;63,90
14387;femenino;24;2,24;5,28;10,92;0,75;4,64;2,20;6;0,23;1,68;17;69,23;4;68;68,93;28,90
14388;masculino;24;6,72;5,53;6,09;7,86;5,11;5,27;4;0,40;1,58;17;66,54;5;44;58,12;47,45
14389;masculino;20;9,11;4,13;10,36;0,73;2,27;3,02;10;0,28;0,27;19;45,00;3;58;76,00;50,28
14390;masculino;22;4,64;3,58;4,99;2,16;5,86;5,93;12;0,20;0,60;12;96,19;3;74;58,81;51,66
14391;femenino;21;9,29;7,05;4,82;1,36;3,94;4,63;10;0,43;0,33;12;89,08;9;42;69,08;63,38
14392;masculino;25;0,71;6,44;1,90;0,46;0,01;0,78;13;0,31;1,30;1;51,91;1;89;90,88;47,26
14393;femenino;24;5,40;7,09;9,68;7,99;0,44;1,22;14;0,14;1,03;13;59,66;2;66;79,92;49,39
14394;masculino;18;2,93;3,91;0,55;2,55;4,19;5,57;9;0,30;0,33;8;76,14;4;51;99,12;40,58
14395;femenino;28;2,99;9,63;3,83;0,37;5,67;5,77;2;0,07;0,68;0;69,38;5;48;42,89;47,82
14396;femenino;29;8,84;5,89;1,34;1,00;4,46;0,03;12;0,09;0,27;11;47,98;7;46;89,45;60,74
14397;masculino;23;3,46;6,15;8,69;1,89;3,13;2,73;7;0,44;1,30;17;69,81;3;41;77,36;32,56
14398;otro;23;0,72;6,83;8,74;0,31;1,20;1,54;7;0,22;0,68;14;60,92;5;35;51,16;16,94
14399;masculino;27;5,63;7,83;4,11;1,17;4,81;1,66;2;0,32;0,48;15;76,17;7;60;57,65;56,73
14400;femenino;28;9,72;5,69;8,58;0,26;3,44;3,00;3;0,16;0,93;18;50,71;10;68;55,49;56,61
14401;masculino;17;1,25;4,00;3,36;1,33;1,01;3,41;4;0,27;0,65;14;84,03;3;46;50,21;29,76
14402;masculino;17;3,22;8,48;4,11;3,56;1,31;0,38;5;0,22;0,70;3;88,07;9;85;91,07;55,94
14403;masculino;28;4,96;4,82;9,78;7,81;2,32;3,95;6;0,38;0,88;5;96,55;1;62;50,01;46,96
14404;femenino;20;8,39;6,10;9,00;5,41;2,14;2,43;1;0,01;1,95;7;51,75;2;91;63,84;67,54
14405;masculino;21;3,05;7,43;9,40;4,30;2,44;0,31;9;0,20;0,82;6;98,34;7;95;92,63;50,87
14406;femenino;20;3,77;9,76;1,80;7,92;2,37;0,76;9;0,44;0,70;12;75,41;2;85;69,29;71,02
14407;masculino;23;4,15;3,24;2,03;5,63;4,80;0,30;14;0,41;1,85;16;76,34;9;92;40,75;49,56
14408;femenino;19;4,11;6,63;3,99;2,96;1,37;2,09;7;0,46;0,63;4;89,81;8;78;96,78;54,08
14409;femenino;23;2,40;9,55;1,69;6,34;1,41;3,95;14;0,31;0,47;17;78,06;10;46;43,22;43,88
14410;femenino;29;9,20;4,79;6,49;3,86;0,31;3,64;7;0,42;1,48;1;81,10;6;60;63,43;61,97
14411;femenino;24;8,03;3,79;6,61;0,32;4,60;3,05;12;0,45;0,72;1;67,52;5;77;84,90;58,41
14412;masculino;22;9,77;7,18;4,50;5,09;3,35;3,95;8;0,11;1,23;0;83,23;5;33;95,18;66,78
14413;masculino;22;4,02;4,07;5,27;5,84;1,91;5,25;11;0,37;0,95;2;40,99;8;39;94,08;24,19
14414;masculino;24;0,93;9,15;1,64;7,83;3,27;1,52;14;0,01;1,17;18;50,15;9;45;42,71;32,78
14415;femenino;24;1,60;8,06;8,31;0,78;4,51;5,75;12;0,35;1,55;0;97,54;4;90;86,02;49,57
14416;femenino;23;3,90;3,85;3,55;2,58;3,14;5,78;11;0,13;0,52;3;69,03;4;32;93,08;32,45
14417;femenino;22;9,16;7,04;9,44;5,78;3,56;3,14;7;0,28;1,65;15;83,18;9;50;55,26;56,95
14418;femenino;22;9,82;3,19;9,37;5,17;1,07;4,25;6;0,44;1,77;7;61,75;5;68;41,25;56,20
14419;femenino;26;8,31;8,92;7,30;4,13;5,84;4,22;9;0,07;0,05;7;66,73;9;47;90,44;58,18
14420;femenino;27;2,77;4,44;5,55;1,51;5,16;4,02;3;0,28;1,15;14;50,48;10;70;43,03;28,75
14421;femenino;29;6,77;8,12;2,88;1,69;1,79;0,14;6;0,29;1,17;16;80,42;1;88;57,20;80,65
14422;femenino;29;6,17;3,74;11,28;7,75;0,40;4,39;14;0,46;1,83;0;79,62;9;37;76,07;27,38
14423;femenino;22;8,32;6,31;10,81;0,85;3,12;4,36;3;0,21;1,03;5;91,25;5;98;71,39;70,30
14424;femenino;24;5,34;9,50;9,15;5,85;5,32;3,56;14;0,19;1,03;13;74,39;3;75;68,00;60,71
14425;femenino;17;3,52;3,52;11,06;0,02;0,09;0,02;14;0,17;1,73;12;60,96;7;58;68,72;21,64
14426;femenino;21;0,68;5,07;10,84;0,99;3,39;1,47;7;0,35;1,95;6;67,97;9;50;74,56;10,30
14427;masculino;19;8,05;8,48;6,51;6,83;0,13;0,50;10;0,39;1,97;12;46,95;8;61;45,01;59,56
14428;femenino;28;5,54;6,24;2,91;2,48;0,12;2,87;5;0,40;1,98;19;77,83;6;48;78,62;51,46
14429;femenino;24;5,57;7,55;2,84;7,96;2,59;0,52;14;0,02;0,83;11;74,05;2;86;83,06;71,24
14430;masculino;27;9,59;8,68;6,22;5,85;4,76;2,47;10;0,44;1,57;7;40,42;5;50;51,71;65,84
14431;masculino;22;5,12;8,49;8,84;2,93;0,15;1,38;11;0,02;1,55;10;75,55;7;40;59,62;42,08
14432;femenino;18;3,50;5,77;5,15;3,42;3,09;2,58;6;0,13;0,18;14;76,86;1;45;72,09;42,03
14433;femenino;29;3,73;6,01;5,14;1,93;4,34;2,64;8;0,22;0,58;0;89,55;6;44;40,92;40,02
14434;masculino;23;0,61;7,00;1,34;6,54;1,59;2,58;13;0,26;0,07;16;98,07;10;68;70,23;40,21
14435;masculino;23;1,66;3,86;9,46;0,06;3,38;2,52;13;0,36;1,33;13;89,56;5;34;53,28;16,14
14436;femenino;29;0,92;9,09;2,47;1,91;5,31;2,10;9;0,34;0,53;7;84,90;2;69;97,48;52,18
14437;masculino;21;2,81;3,65;10,83;6,96;4,92;4,86;3;0,42;1,87;15;49,49;6;48;45,75;15,28
14438;masculino;24;1,11;4,29;2,50;7,79;3,92;1,63;3;0,23;1,38;2;58,96;7;86;60,92;35,91
14439;femenino;21;3,65;9,61;9,04;3,51;1,40;2,51;12;0,05;1,70;17;88,63;1;45;69,80;48,64
14440;femenino;17;1,70;4,97;9,07;6,62;0,64;5,83;8;0,01;0,47;14;55,84;6;60;45,19;21,81
14441;femenino;25;9,22;4,71;10,41;6,52;0,85;4,08;6;0,43;1,18;6;55,35;10;90;84,42;56,72
14442;masculino;20;9,41;5,98;6,49;6,18;5,96;4,06;8;0,45;1,92;14;96,29;1;45;43,97;69,08
14443;masculino;29;6,23;8,07;5,13;6,74;4,33;1,01;2;0,31;1,97;15;56,62;4;95;77,86;69,72
14444;masculino;18;8,15;5,56;1,62;7,57;1,29;0,91;11;0,33;1,15;9;41,09;7;77;72,31;65,34
14445;masculino;20;6,93;9,12;10,10;0,42;3,55;0,09;4;0,11;0,70;16;78,99;9;82;50,66;61,55
14446;masculino;29;8,21;4,05;5,30;2,87;0,11;4,90;10;0,25;0,27;4;97,23;4;83;55,68;69,84
14447;femenino;25;6,58;3,83;11,87;5,61;4,97;4,47;11;0,15;0,62;4;58,15;5;97;74,04;48,70
14448;masculino;18;4,59;3,54;3,94;1,56;4,79;5,90;5;0,38;1,28;1;64,56;7;69;88,22;41,98
14449;femenino;20;8,80;5,09;5,54;4,25;3,95;3,53;7;0,44;0,65;9;51,17;2;91;40,95;72,09
14450;masculino;18;4,66;4,40;5,29;4,99;1,26;5,73;1;0,24;1,88;17;41,33;2;67;74,63;43,40
14451;femenino;21;4,26;6,23;5,99;1,34;3,00;2,33;13;0,14;0,72;19;69,75;6;48;68,90;39,61
14452;otro;19;6,43;9,97;3,06;5,48;4,08;1,34;14;0,29;1,50;15;49,53;3;40;96,51;61,19
14453;masculino;26;9,41;9,08;3,65;0,30;2,23;4,69;4;0,46;0,45;4;69,21;9;49;66,16;70,32
14454;masculino;18;4,70;9,26;5,80;0,22;3,62;2,01;12;0,31;1,15;19;62,94;3;71;94,61;59,58
14455;femenino;25;5,96;8,82;9,37;5,93;1,91;5,96;11;0,49;0,08;16;67,26;6;58;85,05;51,30
14456;femenino;21;5,18;4,90;9,06;5,22;3,05;0,92;12;0,47;0,38;2;86,27;8;42;69,41;33,60
14457;femenino;26;9,14;4,58;2,62;6,12;1,69;0,08;8;0,47;0,10;16;56,92;2;68;42,50;70,40
14458;masculino;21;6,93;8,12;6,61;0,12;4,26;3,85;13;0,20;1,00;19;88,69;6;77;94,41;67,69
14459;femenino;17;4,49;7,19;6,51;0,62;0,88;2,01;3;0,27;0,03;6;52,25;1;53;96,30;46,54
14460;femenino;22;6,27;4,44;7,06;2,46;2,13;2,09;2;0,22;0,92;10;91,53;7;44;78,19;42,88
14461;masculino;29;1,98;9,77;4,12;0,83;4,24;4,13;11;0,32;0,00;18;97,22;3;57;95,41;52,95
14462;otro;23;3,75;5,97;8,76;2,65;4,17;4,61;12;0,10;0,13;16;76,67;2;46;65,39;37,02
14463;femenino;17;7,49;8,70;3,72;4,48;3,13;2,44;12;0,25;1,85;3;67,93;10;58;79,85;62,52
14464;femenino;25;5,84;3,52;4,28;4,42;0,53;0,84;3;0,27;1,12;9;40,49;8;55;43,51;37,26
14465;femenino;24;3,49;3,25;2,70;0,73;2,91;2,43;12;0,08;1,55;5;83,92;5;59;86,09;40,51
14466;femenino;28;3,94;6,19;2,35;0,57;0,69;1,85;12;0,19;0,72;17;74,82;10;40;58,31;37,93
14467;masculino;24;8,19;3,84;10,63;0,36;2,17;4,61;12;0,32;0,98;16;70,83;10;69;95,52;45,28
14468;femenino;23;5,64;9,85;5,03;7,04;1,57;2,04;6;0,37;1,28;0;48,18;6;82;56,81;64,41
14469;femenino;21;2,77;8,68;9,19;6,10;5,44;1,66;13;0,49;0,23;4;46,31;3;33;67,21;29,20
14470;femenino;19;3,32;6,18;9,22;6,59;2,80;4,56;2;0,20;1,42;5;96,40;7;68;65,82;39,90
14471;otro;28;4,94;9,86;7,06;0,15;4,65;5,93;14;0,09;1,70;5;81,59;10;52;96,72;49,51
14472;masculino;25;7,75;4,67;10,00;5,74;2,65;1,69;2;0,48;1,60;15;53,15;1;72;87,85;54,46
14473;masculino;23;9,98;7,75;0,51;5,07;1,83;3,39;11;0,37;0,22;14;74,71;6;40;54,48;75,49
14474;femenino;27;2,26;3,12;2,36;0,78;2,60;5,36;13;0,24;0,38;15;81,63;10;47;77,49;25,75
14475;femenino;26;7,67;5,61;10,32;4,66;5,36;5,72;1;0,15;1,42;18;82,82;7;60;86,76;50,57
14476;masculino;26;6,36;3,56;11,27;0,51;0,60;5,48;10;0,06;1,68;2;41,06;3;58;86,78;34,76
14477;femenino;24;5,55;5,57;6,38;3,63;2,28;5,61;12;0,43;0,65;11;97,23;4;79;48,89;59,41
14478;masculino;22;9,68;5,66;8,47;5,47;1,47;0,99;13;0,48;0,95;1;68,78;9;68;78,35;60,54
14479;masculino;28;3,57;5,63;2,30;0,49;2,92;2,33;4;0,09;1,02;11;84,55;8;70;67,75;48,35
14480;femenino;27;2,18;5,90;8,22;4,09;3,55;2,43;12;0,24;0,58;5;82,12;5;57;40,80;32,13
14481;masculino;21;8,84;7,32;7,97;5,52;4,27;4,12;10;0,05;0,82;17;97,01;6;55;50,81;65,80
14482;femenino;24;1,15;4,33;1,76;0,40;0,80;0,43;3;0,49;1,92;16;58,42;3;55;88,67;31,58
14483;masculino;19;8,26;4,64;9,51;6,96;3,55;1,49;4;0,36;1,42;7;80,02;2;57;55,73;55,79
14484;masculino;28;6,10;7,52;0,89;2,84;4,65;5,36;12;0,18;0,25;6;42,46;4;41;92,56;54,77
14485;femenino;29;2,06;6,26;11,77;2,52;4,10;4,85;13;0,44;1,50;6;42,67;8;64;43,48;19,48
14486;femenino;29;2,66;4,13;11,61;0,97;2,88;2,23;6;0,47;0,75;5;81,56;7;40;51,37;16,19
14487;femenino;23;1,98;8,51;9,55;7,88;3,57;2,73;7;0,42;1,68;6;60,60;3;80;96,99;42,28
14488;masculino;18;7,32;9,52;6,10;4,63;5,40;2,83;10;0,02;0,42;14;53,17;6;99;40,50;75,35
14489;femenino;19;1,90;6,26;3,93;4,67;3,00;4,25;12;0,07;0,32;19;70,54;8;72;93,27;38,58
14490;masculino;29;6,97;7,30;4,40;4,88;4,93;3,66;11;0,37;0,83;3;75,35;3;55;55,70;63,18
14491;femenino;28;1,72;8,71;1,69;3,34;5,75;2,63;2;0,28;1,37;8;41,13;6;89;85,19;50,94
14492;masculino;18;8,12;9,75;8,84;3,06;0,36;1,99;4;0,26;1,88;11;99,71;2;63;49,55;75,18
14493;femenino;21;9,24;9,78;11,55;4,39;5,17;4,30;14;0,12;0,15;13;65,17;5;37;50,35;58,46
14494;masculino;23;5,81;9,46;3,25;1,32;0,66;0,65;5;0,17;0,13;15;53,49;4;89;89,80;72,25
14495;femenino;27;9,68;8,71;11,74;4,71;0,40;1,74;2;0,18;0,42;12;45,01;1;91;56,09;75,70
14496;femenino;26;4,21;5,98;5,71;3,98;2,56;0,93;3;0,08;1,00;3;52,53;7;83;77,64;46,64
14497;masculino;27;2,82;7,69;2,11;1,18;2,95;0,89;8;0,36;0,40;18;84,60;8;38;50,51;40,63
14498;femenino;27;2,18;8,34;9,38;6,24;0,51;1,70;4;0,48;1,60;18;98,27;9;72;81,50;39,99
14499;masculino;27;5,05;3,64;10,05;0,60;5,76;5,63;9;0,06;0,47;17;52,55;7;35;43,25;21,39
14500;masculino;26;1,74;3,81;4,38;1,92;0,33;0,49;13;0,21;1,65;17;99,01;7;99;69,56;44,98
14501;masculino;29;8,82;7,94;11,62;1,35;4,19;2,99;13;0,40;0,48;7;58,27;7;45;57,25;50,89
14502;femenino;17;7,96;7,67;6,67;3,66;2,09;5,52;10;0,15;1,95;6;74,91;2;90;51,27;77,12
14503;masculino;29;5,84;8,63;0,87;5,67;0,78;3,36;12;0,49;1,62;1;96,92;9;47;41,61;62,03
14504;femenino;26;7,35;4,29;4,46;1,94;4,86;1,81;6;0,27;1,57;12;62,61;6;90;54,20;62,64
14505;femenino;25;0,97;9,56;9,31;1,21;4,81;1,34;5;0,07;0,07;4;54,41;10;77;72,27;31,61
14506;masculino;17;2,43;4,67;2,79;4,52;5,44;1,93;12;0,46;1,10;6;59,03;10;77;60,98;36,02
14507;masculino;17;6,40;3,95;2,01;5,32;5,03;0,87;8;0,11;0,63;3;94,78;10;72;72,86;56,65
14508;femenino;28;5,04;5,27;7,56;7,61;3,17;1,68;12;0,09;0,68;1;97,54;4;64;87,24;49,69
14509;masculino;26;6,24;8,66;3,94;4,86;0,63;4,86;11;0,36;1,17;10;58,42;8;71;91,72;61,49
14510;masculino;24;1,35;3,20;7,56;4,54;4,84;3,92;5;0,11;1,32;16;87,81;7;39;57,59;15,27
14511;femenino;22;6,70;4,59;4,13;3,78;0,22;0,74;10;0,42;1,60;0;72,02;1;38;58,86;51,26
14512;femenino;22;8,13;9,69;9,37;2,24;4,20;1,77;5;0,48;0,13;15;46,50;5;47;86,52;57,17
14513;masculino;28;5,69;3,12;5,35;7,61;0,30;3,42;8;0,01;1,52;14;93,23;5;83;89,29;54,64
14514;femenino;25;3,90;4,95;11,84;5,69;1,44;1,08;12;0,48;1,73;3;61,10;5;77;72,17;34,21
14515;masculino;20;2,16;5,28;4,81;3,79;2,83;1,38;10;0,02;1,95;2;78,67;3;42;91,84;32,64
14516;femenino;24;3,02;9,47;2,19;4,26;3,53;3,66;9;0,23;0,05;9;93,20;4;48;41,05;55,11
14517;otro;20;5,46;8,96;7,80;7,66;5,43;4,72;10;0,08;0,75;12;97,41;7;74;52,36;61,04
14518;masculino;18;2,93;6,22;8,88;3,88;5,93;4,90;9;0,00;0,13;10;87,40;3;41;78,71;33,00
14519;femenino;27;7,89;5,22;4,46;7,95;4,48;3,31;2;0,42;1,10;13;89,68;6;45;92,95;57,29
14520;femenino;24;1,75;9,61;9,08;4,57;6,00;1,77;1;0,11;0,13;19;50,28;10;43;51,47;23,81
14521;femenino;28;5,41;4,32;4,43;7,34;1,28;5,29;5;0,46;1,40;9;65,10;4;35;71,43;39,15
14522;masculino;23;5,21;6,34;1,62;5,79;2,74;4,70;1;0,24;1,83;5;44,71;5;97;84,94;63,97
14523;masculino;20;1,82;5,93;1,46;0,87;4,78;5,19;1;0,09;1,70;13;76,40;10;84;47,34;44,02
14524;masculino;25;9,95;9,55;5,98;4,92;0,04;5,30;7;0,38;0,55;13;70,50;8;73;81,86;79,20
14525;masculino;25;8,32;8,29;11,81;7,62;3,06;3,68;2;0,23;0,08;4;69,66;8;64;80,73;56,28
